,StateName,FullName
SADD,Texas,Dry Branch Ranch
SADD,Texas,Laas Farm
SADD,Texas,San Christoval Ranch
SADD,Texas,Pearland
SADD,Texas,M D K Field
SADD,Texas,Joe Rye
SADD,Texas,Club House Nr 1
SADD,Texas,Bradair
SADD,Texas,Gulfcoast
SADD,Texas,Skyway Manor
SADD,Texas,Mc Kinley Field
SADD,Texas,Frio Rgnl Hospital
SADD,Texas,Jay Kay Ranch
SADD,Texas,Agricultural Supplies
SADD,Texas,Pecos Muni
SADD,Texas,Gnaws Farm
SADD,Texas,Barnstormer
SADD,Texas,Perryton Ochiltree County
SADD,Texas,Forest Hill
SADD,Texas,Aero
SADD,Texas,Flying B
SADD,Texas,Pineland Muni
SADD,Texas,Triangle Ranch Private
SADD,Texas,Medina River Ranch
SADD,Texas,Freedom Springs Ranch
SADD,Texas,Richardson Field
SADD,Texas,Etmc - Pittsburg
SADD,Texas,Yoakum County
SADD,Texas,Hale County
SADD,Texas,Horan
SADD,Texas,Quarterway
SADD,Texas,TRUE
SADD,Texas,Mcp
SADD,Texas,E D S
SADD,Texas,Texas Health Presbyterian Hospital Plano
SADD,Texas,Eds Hangar
SADD,Texas,Eds Administration Nr 1
SADD,Texas,Eds Administration Nr 2
SADD,Texas,Baylor Rgnl Medical Center At Plano
SADD,Texas,Pleasanton Muni
SADD,Texas,Bucker Field
SADD,Texas,Deussen Field
SADD,Texas,Roma
SADD,Texas,Ponderosa Field
SADD,Texas,Eagle Rock Ranch
SADD,Texas,Arnett Landing
SADD,Texas,Mustang Beach
SADD,Texas,Mustang Island
SADD,Texas,Midstream Harbor Island
SADD,Texas,Patco
SADD,Texas,Medical Center Of Southeast Texas
SADD,Texas,St Mary Hospital Of Port Arthur
SADD,Texas,Houston Oil & Minerals Port Bolivar
SADD,Texas,Houston Oil & Minerals Port Bolivar Nr 2
SADD,Texas,Port Isabel-Cameron County
SADD,Texas,U S Coast Guard Station
SADD,Texas,Hunt
SADD,Texas,Magee
SADD,Texas,Tanner's
SADD,Texas,Cig 806
SADD,Texas,Sterling
SADD,Texas,Calhoun County
SADD,Texas,Charles R Johnson
SADD,Texas,Texaco Chemical Company-East
SADD,Texas,Pierce Field
SADD,Texas,Hhi-Port O'connor
SADD,Texas,Port O'connor Private
SADD,Texas,Port O'connor Base (Ehi)
SADD,Texas,Phi
SADD,Texas,Industrial Helicopters Inc
SADD,Texas,Midstream Port O'connor
SADD,Texas,Post-Garza County Muni
SADD,Texas,Beach Ranch
SADD,Texas,Beggs Ranch
SADD,Texas,Maurice Dauwe Farm
SADD,Texas,Diamond J
SADD,Texas,Hitex Private
SADD,Texas,Nuggs Flying M
SADD,Texas,Pickle Plantation
SADD,Texas,4-G Ranch
SADD,Texas,Seeligson Ranch
SADD,Texas,Weeks
SADD,Texas,Lewis
SADD,Texas,Big Bend Ranch State Park
SADD,Texas,Presidio Lely Intl
SADD,Texas,Jsi
SADD,Texas,Pecks
SADD,Texas,Aero Crafter Inc
SADD,Texas,Lz Glen
SADD,Texas,Progreso
SADD,Texas,Pleasure Field
SADD,Texas,Rainbow Field
SADD,Texas,Quanah Muni
SADD,Texas,Hughes Ranch
SADD,Texas,Rockin M
SADD,Texas,Etmc - Quitman
SADD,Texas,Cone
SADD,Texas,Tnt
SADD,Texas,Ranger Muni
SADD,Texas,Cook Canyon Ranch
SADD,Texas,Rankin
SADD,Texas,Xwind Farm
SADD,Texas,Bell Airfield
SADD,Texas,T.R. Funk Inc
SADD,Texas,Tri-County Air Service
SADD,Texas,O S Wyatt
SADD,Texas,Rooke Field
SADD,Texas,Cig 804
SADD,Texas,Memorial Hospital
SADD,Texas,Mellon Ranch
SADD,Texas,Flying M Ranch
SADD,Texas,Howard Field
SADD,Texas,Rhome Meadows
SADD,Texas,Fairview
SADD,Texas,Flying A
SADD,Texas,Rolling V Ranch
SADD,Texas,Sandy Creek Ranch
SADD,Texas,Owens Country Sausage
SADD,Texas,Richardson Rgnl - Bush Hwy
SADD,Texas,Richardson Rgnl - Campbell Road
SADD,Texas,Bell Helicopter Plant-3
SADD,Texas,Deep Creek Ranch
SADD,Texas,Heritage Ranch
SADD,Texas,Oak Bend Medical Center
SADD,Texas,Joseph Ross Scherdin
SADD,Texas,"Holict ""Pvt"""
SADD,Texas,Rio Grande City Muni
SADD,Texas,Farm Services Inc
SADD,Texas,Lowell Smith Jr
SADD,Texas,Cross Wind Acres
SADD,Texas,Northwest Rgnl
SADD,Texas,Robert Lee
SADD,Texas,Heathrow
SADD,Texas,Smith
SADD,Texas,Nueces County
SADD,Texas,Rabb Dusting Inc
SADD,Texas,High Man Tower Airstrip
SADD,Texas,H H Coffield Rgnl
SADD,Texas,Apache Pass
SADD,Texas,Aransas Co
SADD,Texas,San Jose Island
SADD,Texas,Edwards County
SADD,Texas,Four Square Ranch
SADD,Texas,Freeman Ranch
SADD,Texas,Hackberry Ranch
SADD,Texas,Ralph M Hall/Rockwall Muni
SADD,Texas,Phillips Flying Ranch
SADD,Texas,Presbyterian Hospital Of Rockwall
SADD,Texas,F R Duke Farm
SADD,Texas,Mc Nabb Farm
SADD,Texas,High Lonesome
SADD,Texas,Lane Airpark
SADD,Texas,Bayless
SADD,Texas,Bb Airpark
SADD,Texas,Meyer Field
SADD,Texas,Songbird Ranch
SADD,Texas,Tightwaad Air Ranch
SADD,Texas,Fisher County
SADD,Texas,Moursund Ranch
SADD,Texas,West Ranch
SADD,Texas,El Paisano
SADD,Texas,Lake Pointe Medical Center
SADD,Texas,Bishop Field
SADD,Texas,Rives Air Park
SADD,Texas,Hot Springs
SADD,Texas,K Bar Ranch
SADD,Texas,Evergreen Helicopters
SADD,Texas,Air Logistics Sabine
SADD,Texas,Petroleum Helicopters Inc
SADD,Texas,Hhi-Sabine
SADD,Texas,Mfs Sabine Pass
SADD,Texas,Era Helicopters Sabine Base
SADD,Texas,Arco Sabine
SADD,Texas,Tenneco Shorebase
SADD,Texas,Graham Field
SADD,Texas,Cowden
SADD,Texas,Salado
SADD,Texas,Big Tank Ranch
SADD,Texas,Flying Eagle Ranch
SADD,Texas,Angelo Community Hospital
SADD,Texas,Shannon Medical Center
SADD,Texas,Keystone Ranch
SADD,Texas,Reece Field
SADD,Texas,Ducote Airpark
SADD,Texas,San Angelo Rgnl/Mathis Field
SADD,Texas,Santa Rosa Northwest Hospital
SADD,Texas,Sony Microelectronics Helistop
SADD,Texas,Kestrel Airpark
SADD,Texas,Red Berry
SADD,Texas,Southwest General Hospital
SADD,Texas,North Central Baptist Hospital
SADD,Texas,San Geronimo Airpark
SADD,Texas,G W
SADD,Texas,Horizon
SADD,Texas,Bulverde Airpark
SADD,Texas,Triple R
SADD,Texas,Twin-Oaks
SADD,Texas,Boerne Stage Field
SADD,Texas,"Rowco, Inc"
SADD,Texas,Baptist Medical Center
SADD,Texas,Tj-Cj Private
SADD,Texas,Santa Rosa Helistop
SADD,Texas,Del Rio
SADD,Texas,Methodist Hospital
SADD,Texas,Department Of Public Safety
SADD,Texas,H B Zachry
SADD,Texas,University Health System
SADD,Texas,Christus Santa Rosa Westover Hills
SADD,Texas,Cross-B
SADD,Texas,Lackland Afb (Kelly Fld Annex)
SADD,Texas,Martindale Ahp
SADD,Texas,Camp Bullis Als (Cals)
SADD,Texas,Camp Bullis
SADD,Texas,Stinson Muni
SADD,Texas,San Antonio Intl
SADD,Texas,Adkins
SADD,Texas,Heart Hospital Of San Antonio
SADD,Texas,Yates
SADD,Texas,Fairway Farm
SADD,Texas,San Augustine County
SADD,Texas,Kornegay Private
SADD,Texas,Lane Fld
SADD,Texas,Haire
SADD,Texas,Ironhead
SADD,Texas,Horseshoe Lake
SADD,Texas,Maxwell Field
SADD,Texas,Glass
SADD,Texas,Vultures Row
SADD,Texas,Flying C
SADD,Texas,Edgington Ranch
SADD,Texas,B & S
SADD,Texas,San Marcos Muni
SADD,Texas,Alison Air Park
SADD,Texas,Wyatt
SADD,Texas,Central Texas Medical Center Hospital
SADD,Texas,San Patricio Intl
SADD,Texas,San Saba County Muni
SADD,Texas,Yates Field
SADD,Texas,Diamond O Ranch
SADD,Texas,San Rafael Ranch
SADD,Texas,Westwind Helicopters
SADD,Texas,Kami-Kazi
SADD,Texas,Creasy
SADD,Texas,Old Forker
SADD,Texas,"Republic Helicopters, Inc"
SADD,Texas,Cielo Dorado Estates
SADD,Texas,Matthews Ranch
SADD,Texas,Corralitos
SADD,Texas,Marty Ranch
SADD,Texas,Twin Acres
SADD,Texas,Fina Bayport
SADD,Texas,Whatley Flying Service
SADD,Texas,Seagoville
SADD,Texas,Seagraves
SADD,Texas,Diamond E Ranch
SADD,Texas,Longbird
SADD,Texas,Clark Sky Ranch
SADD,Texas,Mario's Flying Pizza
SADD,Texas,Brandes Air Field
SADD,Texas,Gloster Aerodrome
SADD,Texas,Lackorn
SADD,Texas,Huber Airpark Civic Club Llc
SADD,Texas,Woodstone Corporation
SADD,Texas,Buelah
SADD,Texas,Guadalupe Hospital
SADD,Texas,Elm Creek Airpark
SADD,Texas,Randolph Afb Aux
SADD,Texas,Gaines County
SADD,Texas,"Hamilton Aircraft, Inc"
SADD,Texas,Seminole Spraying Service
SADD,Texas,C Lazy T Ranch
SADD,Texas,Seymour Muni
SADD,Texas,Biggin Hill
SADD,Texas,Shamrock Muni
SADD,Texas,Smokey Mtn Ranch
SADD,Texas,Canon Ranch
SADD,Texas,Lake Water Wheel
SADD,Texas,Galaxy Ranch
SADD,Texas,Sherman Muni
SADD,Texas,Texas Health Presbyterian Hospital-Wnj
SADD,Texas,Lm Ranch
SADD,Texas,Beaver Creek
SADD,Texas,Frog Pond
SADD,Texas,Department Of Public Safety
SADD,Texas,Butler
SADD,Texas,North Texas Rgnl/Perrin Field
SADD,Texas,Gerum Farm
SADD,Texas,Dean Ranch
SADD,Texas,Sierra Blanca
SADD,Texas,Silverton Muni
SADD,Texas,Alfred C 'Bubba' Thomas
SADD,Texas,Skellytown
SADD,Texas,Kitten Farm Private
SADD,Texas,Slaton Muni
SADD,Texas,Akroville
SADD,Texas,Cain
SADD,Texas,Joye Ranch
SADD,Texas,Houston Oil & Minerals Smith Point
SADD,Texas,Smithville Crawford Muni
SADD,Texas,Knolle Ranch
SADD,Texas,Winston Field
SADD,Texas,Cannon Field
SADD,Texas,Canyon Ranch
SADD,Texas,Jl Bar Ranch
SADD,Texas,John Fields Ranch
SADD,Texas,Sonora Muni
SADD,Texas,Station 40
SADD,Texas,Hl&P South Houston Helistop
SADD,Texas,Southeastern Helicopters
SADD,Texas,South Padre Island
SADD,Texas,Major Samuel B Cornelius Field
SADD,Texas,Lakeside Beach
SADD,Texas,Spicewood
SADD,Texas,Flying X River Ranch
SADD,Texas,Fall Creek Air Ranch
SADD,Texas,Anacacho Ranch
SADD,Texas,Laughlin Afb Aux Nr 1
SADD,Texas,Frontier
SADD,Texas,Dunbar Ranch
SADD,Texas,Houston Northwest Medical Center
SADD,Texas,Strack Farms
SADD,Texas,Double U Ranch
SADD,Texas,Saber
SADD,Texas,Kezer Air Ranch
SADD,Texas,Eugene's Dream
SADD,Texas,Flying E Ranch
SADD,Texas,Spring Branch Medical Center
SADD,Texas,Travis Field
SADD,Texas,G H Hart Nr 2
SADD,Texas,Sugar Grove
SADD,Texas,Durwood Greene Construction Company
SADD,Texas,Arledge Field
SADD,Texas,Stanton Muni
SADD,Texas,Mccasland Ranch
SADD,Texas,Dean Ranch
SADD,Texas,Stephenville Clark Rgnl
SADD,Texas,Ed Shadle
SADD,Texas,Kimzey
SADD,Texas,Alvie Cole Ranch
SADD,Texas,Mc Entire's Lazy V Ranch
SADD,Texas,Bodine
SADD,Texas,Bailey
SADD,Texas,Redstone Ranch
SADD,Texas,Burg Lake Aero
SADD,Texas,Stratford Field
SADD,Texas,Sudan
SADD,Texas,Fairview Field
SADD,Texas,Kaneb
SADD,Texas,Avsi-Sugar Land
SADD,Texas,Sulphur Springs Muni
SADD,Texas,Hopkins County Memorial Hospital
SADD,Texas,Lupton Farms
SADD,Texas,Texas Rgnl Medical Center
SADD,Texas,Sunray
SADD,Texas,Sunrise Beach
SADD,Texas,Avenger Field
SADD,Texas,Gesin Ranches
SADD,Texas,Rafter P
SADD,Texas,Rolling Plains Hospital
SADD,Texas,T-Bar
SADD,Texas,Taylor Muni
SADD,Texas,Macho Grande
SADD,Texas,Luv Field
SADD,Texas,Teague Muni
SADD,Texas,Draughon-Miller Central Texas Rgnl
SADD,Texas,Charping
SADD,Texas,Woody Mc Clellan Ranch
SADD,Texas,Scott & White Memorial Hospital
SADD,Texas,Vac
SADD,Texas,Little Peach
SADD,Texas,W J E
SADD,Texas,C Fulcher Ranch
SADD,Texas,La Leona
SADD,Texas,Heath Canyon
SADD,Texas,Terrell Muni
SADD,Texas,Psf
SADD,Texas,Terrell Community Hospital
SADD,Texas,Wadley Rgnl Medical Center
SADD,Texas,Shilling's
SADD,Texas,Austinia
SADD,Texas,Tdcj/Southern Rgnl Medical Facility
SADD,Texas,Laseair
SADD,Texas,Nebtex Land Co.
SADD,Texas,The Grove/Ranch
SADD,Texas,Memorial Hospital-The Woodlands
SADD,Texas,Beefmaster's Best
SADD,Texas,Throckmorton Muni
SADD,Texas,Thurber Lake
SADD,Texas,Arrowhead Ranch
SADD,Texas,Bridges Field
SADD,Texas,Mc Manus Field
SADD,Texas,Chuckster
SADD,Texas,Shelton Pvt
SADD,Texas,Tomball Rgnl Medical Center
SADD,Texas,Field's Field
SADD,Texas,H.S.I.
SADD,Texas,Life Flight North Fuel
SADD,Texas,Helicopter Express
SADD,Texas,Rowland R Airfield
SADD,Texas,Seven Springs
SADD,Texas,Tri-County Aerodrome
SADD,Texas,Red Wing
SADD,Texas,Etmc - Trinity
SADD,Texas,Ehni
SADD,Texas,Harrison Farm
SADD,Texas,Buckshot Ranch
SADD,Texas,Lowrance Ranch
SADD,Texas,City Of Tulia/Swisher County Muni
SADD,Texas,Vigo Park
SADD,Texas,Vaughn Farm
SADD,Texas,Cross Triangle Ranch
SADD,Texas,Tyler Pounds Rgnl
SADD,Texas,Headwind
SADD,Texas,Dps-Tyler
SADD,Texas,Mother Frances Hospital
SADD,Texas,Mother Frances Hospital
SADD,Texas,Medical Center Hospital
SADD,Texas,Walk-Air
SADD,Texas,Pineridge
SADD,Texas,Fly-N-Fish Lodge
SADD,Texas,Randolph Afb
SADD,Texas,Foster Ranch
SADD,Texas,Thunder Creek
SADD,Texas,Garner Field
SADD,Texas,Annandale Ranch
SADD,Texas,El Cerrito
SADD,Texas,Benson Airstrip
SADD,Texas,Uvalde County Hospital Authority
SADD,Texas,Valley Mills Muni
SADD,Texas,Stoney Fork Landing
SADD,Texas,Hardy Field
SADD,Texas,Tailwheel Acres
SADD,Texas,N D Ranch
SADD,Texas,Wits End Ranch
SADD,Texas,Tilghman
SADD,Texas,J & W Windy Hill
SADD,Texas,Culberson County
SADD,Texas,Figure 2 Ranch
SADD,Texas,Oldham County
SADD,Texas,Venus
SADD,Texas,Leger
SADD,Texas,Lehman
SADD,Texas,Shivers Private
SADD,Texas,Wilbarger General Hospital
SADD,Texas,Lockett
SADD,Texas,Wilbarger County
SADD,Texas,Victoria Rgnl
SADD,Texas,Citizens Medical Center
SADD,Texas,One O'connor Plaza-Tower
SADD,Texas,Detar Hospital - Navarro Campus
SADD,Texas,Victoria Bank & Trust Motor Garage
SADD,Texas,Ball
SADD,Texas,Jenkins
SADD,Texas,Wildwood
SADD,Texas,Star Smith Field
SADD,Texas,Waco Rgnl
SADD,Texas,Scott
SADD,Texas,Texas Dept Of Public Safety
SADD,Texas,Rabbit Run
SADD,Texas,Providence Health Center
SADD,Texas,Tigerbird Field
SADD,Texas,Texas Valley Air Field
SADD,Texas,Wales Air Field
SADD,Texas,Flying Heart Ranch
SADD,Texas,Hillcrest Baptist Medical Center
SADD,Texas,Young Brothers
SADD,Texas,Diamondaire
SADD,Texas,Womack Farm
SADD,Texas,Sheriff Department
SADD,Texas,Mc Gregor Executive
SADD,Texas,Wings For Christ Intl Flight Academy
SADD,Texas,Tstc Waco
SADD,Texas,Cougar Landing
SADD,Texas,Hillcrest Baptist Hospital
SADD,Texas,Skydive Houston
SADD,Texas,Ken Ada Ranch
SADD,Texas,Soaring Club Of Houston
SADD,Texas,Pfeffer & Son Farms
SADD,Texas,Zadow Air
SADD,Texas,Ghsa-Wallis Glideport
SADD,Texas,Cig 816
SADD,Texas,Bryant's Landing
SADD,Texas,Flat Top Ranch
SADD,Texas,Rust Field
SADD,Texas,Anchorage Farm Field
SADD,Texas,Waskom
SADD,Texas,Moonbow Field
SADD,Texas,Mims Farm
SADD,Texas,George P Shanks
SADD,Texas,Hurn
SADD,Texas,Haven Field
SADD,Texas,Baylor Medical Center
SADD,Texas,Air Ranch Estates
SADD,Texas,Barstool Ranch
SADD,Texas,Mc Neill Ranch
SADD,Texas,J Bar Wc Ranch
SADD,Texas,Post Oak Airfield
SADD,Texas,Weatherford Rgnl Medical Center
SADD,Texas,Clear Fork Ranch
SADD,Texas,Tailspin Estates
SADD,Texas,Buckmaster
SADD,Texas,Sam Little Intl
SADD,Texas,Horseshoe Bend
SADD,Texas,Cross Wind
SADD,Texas,Flying K
SADD,Texas,Parker County
SADD,Texas,Jamak Fabrication
SADD,Texas,Staggs
SADD,Texas,Driftwood Ranch
SADD,Texas,Clear Lake Rgnl Medical Center
SADD,Texas,Marian Airpark
SADD,Texas,Mill Iron Ranch South
SADD,Texas,Mid Valley
SADD,Texas,Knapp Medical Center
SADD,Texas,West Hospital Authority
SADD,Texas,West Airpark
SADD,Texas,Square K
SADD,Texas,Columbia Lakes
SADD,Texas,Solana North
SADD,Texas,Flying T Ranch
SADD,Texas,Baylie
SADD,Texas,Lackey Aviation
SADD,Texas,Wharton Rgnl
SADD,Texas,Gulf Coast Medical Center
SADD,Texas,Shanks Ag Strip
SADD,Texas,Wheeler Muni
SADD,Texas,Morningstar Ranch
SADD,Texas,Margaritaville
SADD,Texas,Brushy Creek
SADD,Texas,Bevoni-Flying B
SADD,Texas,U U Ranch
SADD,Texas,Flying H Ranch
SADD,Texas,Lake Whitney State Park
SADD,Texas,Lake Whitney Country Club
SADD,Texas,Rocking A
SADD,Texas,Rock Creek Ranch
SADD,Texas,Wichita Valley
SADD,Texas,Cactus Hill
SADD,Texas,Tom Danaher
SADD,Texas,Klinkerman
SADD,Texas,Kickapoo Downtown
SADD,Texas,Sheppard Afb/Wichita Falls Muni
SADD,Texas,Scrappin Valley
SADD,Texas,Gdap Air Ranch
SADD,Texas,Sartor
SADD,Texas,H Young Ranch
SADD,Texas,Trinity Meadows Race Track
SADD,Texas,Van Zandt County Rgnl
SADD,Texas,White Wings
SADD,Texas,Restoration Ranch
SADD,Texas,Garnett Ranch
SADD,Texas,Flying W
SADD,Texas,Winkler County
SADD,Texas,Griffith Ranch
SADD,Texas,Wilber Farms
SADD,Texas,Chambers County-Winnie Stowell
SADD,Texas,Xl Ranch
SADD,Texas,Winnsboro Muni
SADD,Texas,Trap Travelstead Field
SADD,Texas,Kay Ranch
SADD,Texas,Knot 2 Shabby
SADD,Texas,Winters Muni
SADD,Texas,Henington
SADD,Texas,Magee
SADD,Texas,Southwest Lubbock
SADD,Texas,Three Acres
SADD,Texas,Tyler County
SADD,Texas,Tyler County Hospital
SADD,Texas,Ladue Ranch
SADD,Texas,Walden Ranch
SADD,Texas,Putman
SADD,Texas,Marlin's Meadow
SADD,Texas,Yoakum Muni
SADD,Texas,Pearson Ranch Private
SADD,Texas,Dobbs Ranch
SADD,Texas,Yoakum Community Hospital
SADD,Texas,Zapata County
SADD,Utah,Strawberry Valley Estates
SADD,Utah,Swains Creek
SADD,Utah,American Fork Hospital
SADD,Utah,Beaver Muni
SADD,Utah,Beryl Junction
SADD,Utah,Blanding Ambulance
SADD,Utah,Blanding Muni
SADD,Utah,Bluff
SADD,Utah,Bonanza Power Plant
SADD,Utah,Skypark
SADD,Utah,Brigham City
SADD,Utah,Brigham City Community Hospital
SADD,Utah,Fort Ranch
SADD,Utah,Bryce Canyon
SADD,Utah,Cedar City Rgnl
SADD,Utah,Hamilton Fort Ranch
SADD,Utah,Wecco
SADD,Utah,Gilbert Development Shop
SADD,Utah,Glenmar Ranch
SADD,Utah,Cedar Valley
SADD,Utah,West Desert Airpark
SADD,Utah,Westwater
SADD,Utah,Hoytsville
SADD,Utah,Delta Muni
SADD,Utah,Desert Aviation
SADD,Utah,Utah National Guard Headquarters
SADD,Utah,Lone Peak Hospital
SADD,Utah,Duchesne Muni
SADD,Utah,High Meadow Ranch
SADD,Utah,Michael Aaf (Dugway Proving Ground)
SADD,Utah,Dutch John
SADD,Utah,Escalante Muni
SADD,Utah,Fillmore Muni
SADD,Utah,Thunder Ridge Airpark
SADD,Utah,Fry Canyon Field
SADD,Utah,Bullfrog Basin
SADD,Utah,Tavapats Ranch
SADD,Utah,Green River Muni
SADD,Utah,Cal Black Memorial
SADD,Utah,Hite
SADD,Utah,Hanksville
SADD,Utah,Happy Canyon
SADD,Utah,Bryce Woodland Estates Landing Strip
SADD,Utah,Heber City Muni - Russ Mcdonald Field
SADD,Utah,Heber Valley Hospital
SADD,Utah,Losee Villa
SADD,Utah,Atk/Thiokol
SADD,Utah,Huntington Muni
SADD,Utah,General Dick Stout Field
SADD,Utah,Grassy Meadows/Sky Ranch Landowners Assn
SADD,Utah,Gilbert Development Corp
SADD,Utah,Goshute
SADD,Utah,3-I Rocker Ranch
SADD,Utah,Sundog
SADD,Utah,Junction
SADD,Utah,Kanab Muni
SADD,Utah,Deer Springs Ranch
SADD,Utah,Kch Helipad
SADD,Utah,Citabriair
SADD,Utah,La Sal Junction
SADD,Utah,Davis Hospital & Medical Center
SADD,Utah,Crystal Springs Ranch
SADD,Utah,Wayne Wonderland
SADD,Utah,Logan-Cache
SADD,Utah,Cache Valley Specialty Hospital
SADD,Utah,Western Surgery Center
SADD,Utah,Lucin
SADD,Utah,Sun Valley Estates
SADD,Utah,Manila
SADD,Utah,Manti-Ephraim
SADD,Utah,A Z Minerals Corporation
SADD,Utah,Milford Muni/Ben And Judy Briscoe Field
SADD,Utah,Mineral Canyon Strip
SADD,Utah,Allen Memorial Hospital
SADD,Utah,Arches Tours
SADD,Utah,Two Jays Nr 1
SADD,Utah,Two Jays Nr 2
SADD,Utah,Caveman Ranch
SADD,Utah,Canyonlands Field
SADD,Utah,Sky Ranch
SADD,Utah,Monticello
SADD,Utah,Monument Valley
SADD,Utah,Morgan County
SADD,Utah,Mount Pleasant
SADD,Utah,Century Equipment Company
SADD,Utah,Intermountain Medical Center
SADD,Utah,Navajo Mountain
SADD,Utah,Nephi Muni
SADD,Utah,A A Helicopters Inc
SADD,Utah,Hill Afb
SADD,Utah,Mc Kay-Dee Hospital Center
SADD,Utah,Ogden-Hinckley
SADD,Utah,Timpanogos Rgnl Hospital
SADD,Utah,Cirque Lodge Studio
SADD,Utah,Panguitch Muni
SADD,Utah,Pfeiler Ranch
SADD,Utah,Flying Cal Ute Rancheros
SADD,Utah,Park City Rgnl Medical Center
SADD,Utah,Parowan
SADD,Utah,Mountain View Hospital
SADD,Utah,Carbon County Rgnl/Buck Davis Field
SADD,Utah,Provo Muni
SADD,Utah,Utah Valley Rgnl Medical Center
SADD,Utah,Pelican Lake
SADD,Utah,Richfield Muni
SADD,Utah,Riverton Hospital
SADD,Utah,Roosevelt Muni
SADD,Utah,Uintah Basin Medical Center
SADD,Utah,Dixie Medical Center
SADD,Utah,St George Muni
SADD,Utah,Salina-Gunnison
SADD,Utah,South Valley Rgnl
SADD,Utah,Department Of Veterans Affairs
SADD,Utah,St Mark's
SADD,Utah,American Stores
SADD,Utah,Salt Lake City Intl
SADD,Utah,Salt Lake Rgnl Medical Center
SADD,Utah,Kutv Channel Two
SADD,Utah,Tri-Arc
SADD,Utah,State Capitol Helicopter Landing Site
SADD,Utah,Lds Hospital North
SADD,Utah,Phc Hospital
SADD,Utah,Redwood Health Center
SADD,Utah,Medical Center Helistop
SADD,Utah,Alta View Hospital
SADD,Utah,Number 18
SADD,Utah,Skaggs
SADD,Utah,Spanish Fork-Springville-Woodhouse Field
SADD,Utah,Bolinder Field-Tooele Valley
SADD,Utah,Tooele Army Depot Helipad
SADD,Utah,Tooele Valley Hospital
SADD,Utah,Tooele Army Depot /South Area/
SADD,Utah,Miller Motorsports Park
SADD,Utah,Diamond 'G' Ranch
SADD,Utah,Bear River Valley Hospital
SADD,Utah,Aladdin Air
SADD,Utah,Paradise Air Park
SADD,Utah,Vernal Rgnl
SADD,Utah,Ashley Valley Medical Center
SADD,Utah,Air Village Strip
SADD,Utah,Ogden Regional Medical Center
SADD,Utah,Wendover
SADD,Utah,Jordan Valley Hospital
SADD,Utah,Pioneer Valley Hospital
SADD,Virginia,Virginia Highlands
SADD,Virginia,Alpha Natural Resources Llc
SADD,Virginia,Old South Aerodrome
SADD,Virginia,Mount Vernon Hospital
SADD,Virginia,Inova Alexandria Hospital
SADD,Virginia,Vaughan
SADD,Virginia,Hill Top
SADD,Virginia,Merlin Aerodrome
SADD,Virginia,Timberdoodle
SADD,Virginia,Fulcher Family Farms
SADD,Virginia,Nashs
SADD,Virginia,State Police Division Three
SADD,Virginia,Highview Farms
SADD,Virginia,Glascock
SADD,Virginia,Smith
SADD,Virginia,Starr
SADD,Virginia,Mayers
SADD,Virginia,Cool Water
SADD,Virginia,Taylor
SADD,Virginia,Toddsbury Farm
SADD,Virginia,Sky Bryce
SADD,Virginia,Miller
SADD,Virginia,Robinson
SADD,Virginia,Hospital
SADD,Virginia,Johnson Fox Field
SADD,Virginia,Hawk Ridge
SADD,Virginia,High View Farm
SADD,Virginia,Pickles
SADD,Virginia,Dmme
SADD,Virginia,Lonesome Pine Hospital
SADD,Virginia,Virginia Tech/Montgomery Executive
SADD,Virginia,Catawba Valley
SADD,Virginia,Montgomery Rgnl Hospital
SADD,Virginia,Allen C Perkinson Blackstone Aaf
SADD,Virginia,Midway
SADD,Virginia,Bluegrass
SADD,Virginia,Woodford Airpark
SADD,Virginia,Murdock's Holly Bu
SADD,Virginia,Mann
SADD,Virginia,Bridgewater Air Park
SADD,Virginia,Grand Pre Farm
SADD,Virginia,Sullins
SADD,Virginia,Bristol Rgnl Medical Center
SADD,Virginia,Tri-Cities
SADD,Virginia,Brookneal/Campbell County
SADD,Virginia,Springwood Airstrip
SADD,Virginia,Lotus Intl
SADD,Virginia,Wheatland
SADD,Virginia,Lake Anna
SADD,Virginia,Serenity Farm
SADD,Virginia,Burnt Chimney
SADD,Virginia,Byrd Creek
SADD,Virginia,Shivok
SADD,Virginia,Walnut Hill
SADD,Virginia,Earth
SADD,Virginia,Point Farm
SADD,Virginia,Scott Farm Strip
SADD,Virginia,Bull Farm
SADD,Virginia,Starbase
SADD,Virginia,Southampton Correctional Center
SADD,Virginia,Stokes
SADD,Virginia,Breeden
SADD,Virginia,Centreville
SADD,Virginia,Bundoran
SADD,Virginia,Morven Farms
SADD,Virginia,Snow Hill
SADD,Virginia,University Of Virginia Hospital
SADD,Virginia,Charlottesville-Albemarle
SADD,Virginia,Chase City Muni
SADD,Virginia,Twin Towers
SADD,Virginia,Hazelswart
SADD,Virginia,Eagles Nest
SADD,Virginia,Cherrystone
SADD,Virginia,Airduce
SADD,Virginia,Chesapeake General Hospital
SADD,Virginia,Division Five
SADD,Virginia,Armada/Hoffler Business Center
SADD,Virginia,Tucker
SADD,Virginia,Weatherly & Son
SADD,Virginia,Mc Laughlin
SADD,Virginia,White Oak Stand
SADD,Virginia,Carilion Clinic
SADD,Virginia,Merifield
SADD,Virginia,Lake Country Regional
SADD,Virginia,Hop-Along
SADD,Virginia,Caney Ridge
SADD,Virginia,Alpha Hotel
SADD,Virginia,Marty 1
